fighter_id,Current_Elo,name,birthdate,aka,associations,class_weight,country,city,weight (lbs),sex,height,height (cm),Age,TotalRingTime2,KnockedOut,KnockOuts,ConsecutiveLosses,UFCFightNumber2,date,SinceLastFight,EloSinceLastFight,Unnamed: 0.1,fight_pk,fighter,kd,kds_received,method,pass,res,rev,round_finished,rounds,sig_reg_mixture,sig_reg_percent,sig_strike_attempts,sig_strike_landed,sig_strike_percent,sig_strikes_avoided,sig_strikes_received,strike_attempts,strike_landed,strike_percent,strikes_avoided,strikes_received,sub_attempts,td_attempts,td_landed,td_percent,tds_defended,tds_received,time,weight_class,Unnamed: 0,matched_name,fighterid,pytime,RingTime,TotalRingTime,UFCFightNumber,Normal_RingTime,subs_landed,lost_by_sub,five_rounds,kd_cumsum,kds_received_cumsum,sig_strike_attempts_cumsum,sig_strike_landed_cumsum,sig_strikes_avoided_cumsum,sig_strikes_received_cumsum,strike_attempts_cumsum,strike_landed_cumsum,strikes_avoided_cumsum,strikes_received_cumsum,sub_attempts_cumsum,subs_landed_cumsum,lost_by_sub_cumsum,td_attempts_cumsum,td_landed_cumsum,tds_defended_cumsum,tds_received_cumsum,kd_cumsum_normalized,kds_received_cumsum_normalized,sig_strike_attempts_cumsum_normalized,sig_strike_landed_cumsum_normalized,sig_strikes_avoided_cumsum_normalized,sig_strikes_received_cumsum_normalized,strike_attempts_cumsum_normalized,strike_landed_cumsum_normalized,strikes_avoided_cumsum_normalized,strikes_received_cumsum_normalized,sub_attempts_cumsum_normalized,subs_landed_cumsum_normalized,lost_by_sub_cumsum_normalized,td_attempts_cumsum_normalized,td_landed_cumsum_normalized,tds_defended_cumsum_normalized,tds_received_cumsum_normalized,sig_strike_pct,sig_strike_avoided_pct,strike_pct,strike_avoided_pct,subs_pct,td_pct,td_avoided_pct
d767934f40754e15b0fc54aa5b8f29e1,1216.0,Gerard Gordeau,3/30/55,,['Kamakura'],Heavyweight,Netherlands,The Hague,216.0,M,6.5,198.12,-31.0,189.0,0.0,0.0,1,3,1993-11-12,11208,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd6376c519104a77af7067dc4005a61e,1184.0,Teila Tuli,6/14/69,,[],Super Heavyweight,United States,"Honolulu, Hawaii",415.0,M,6.2,188.98,-45.0,26.0,1.0,0.0,1,1,1993-11-12,11208,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53a32db1df064e2aa6208884b00831fa,1184.0,Kevin Rosier,1/6/62,,[],Heavyweight,United States,"Tampa, Florida",265.0,M,6.4,195.07,-38.0,333.0,1.0,0.0,2,3,1994-12-16,10809,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98b5cf3a2b874fa7a8844a3c470bf06d,1168.0,Zane Frazier,7/16/66,"""Nasty""",[],Heavyweight,United States,"North Hollywood, California",230.0,M,6.6,201.17,-43.0,454.0,2.0,0.0,2,2,1996-05-17,10291,-16.0,15299.0,73.0,Zane Frazier,0.0,0.0,KO/TKO,0.0,L,,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,9.0,2.0,1.0,0.5,4.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,03:14:00,Men_Catchweight,2328.0,Zane Frazier,ZF20660716,194.0,194.0,194.0,1.0,3.2333333333333334,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,2.0,1.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6185567010309279,0.3092783505154639,0.6185567010309279,2.783505154639175,0.6185567010309279,0.3092783505154639,1.2371134020618555,8.969072164948454,0.0,0.0,0.0,0.0,0.0,0.0,0.3092783505154639,0.5,0.1818181818181818,0.5,0.1212121212121212,0.0,0.0,0.0
f44d887ec16a44459b5f81c6af882bff,1327.2148313828657,Royce Gracie,12/12/66,,['Gracie Humaita'],Middleweight,Brazil,Rio de Janeiro,176.0,M,6.0,182.88,-43.0,5081.0,1.0,0.0,1,13,2006-05-27,6629,-16.61137653259607,14343.0,551.0,Royce Gracie,0.0,0.0,KO/TKO,0.0,L,,1.0,3.0,0.6111111111111112,0.7241379310344828,11.0,7.0,0.6363636363636364,8.0,32.0,18.0,14.0,0.7777777777777778,8.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,04:39:00,Men_Catchweight,2103.0,Royce Gracie,RG20661212,279.0,279.0,3212.0,10.0,53.53333333333333,0.0,0.0,0.0,0.0,0.0,75.0,36.0,42.0,60.0,703.0,659.0,69.0,185.0,12.0,7.0,0.0,11.0,4.0,0.0,5.0,0.0,0.0,1.400996264009963,0.6724782067247821,0.7845579078455791,1.1207970112079702,13.13200498132005,12.310087173100872,1.2889165628891657,3.455790784557908,0.224159402241594,0.1307596513075965,0.0,0.2054794520547945,0.074719800747198,0.0,0.0933997509339975,0.48,0.4117647058823529,0.937411095305832,0.2716535433070866,0.5833333333333334,0.3636363636363636,0.0
c3ff23b3f54c47dfae5e277b9ca84f92,1184.0,Art Jimmerson,,,[],Light Heavyweight,United States,"St. Louis, Missouri",196.0,M,6.1,185.93,,138.0,0.0,0.0,1,1,1993-11-12,11208,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e7395bc26fb40b49695dc0a1f1f8141,1223.2859203336498,Ken Shamrock,2/11/64,"""The World's Most Dangerous Man""","[""Lion's Den""]",Heavyweight,United States,"San Diego, California",212.0,M,6.1,185.93,-40.0,8784.0,4.0,0.0,3,15,2006-10-10,6493,-11.725894290748329,14217.0,614.0,Ken Shamrock,0.0,0.0,KO/TKO,0.0,L,,1.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,18.0,7.0,7.0,1.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,02:23:00,Men_Heavyweight,2086.0,Ken Shamrock,KS20640211,143.0,143.0,4538.0,13.0,75.63333333333334,0.0,0.0,1.0,1.0,0.0,285.0,117.0,167.0,164.0,722.0,517.0,187.0,802.0,9.0,4.0,0.0,11.0,7.0,10.0,5.0,0.0132216835610401,0.0,3.76817981489643,1.5469369766416925,2.2080211546936974,2.168356104010577,9.546055531070955,6.835610401057734,2.4724548259144994,10.603790215954165,0.1189951520493609,0.0528867342441604,0.0,0.1454385191714411,0.0925517849272807,0.132216835610401,0.0661084178052005,0.4105263157894737,0.5045317220543807,0.7160664819944599,0.1890798786653185,0.4444444444444444,0.6363636363636364,0.6666666666666666
c5c0c75416674cb1973003f13f417a6b,1235.695369985132,Patrick Smith,8/28/63,,[],Heavyweight,United States,"Denver, Colorado",225.0,M,6.2,188.98,-40.0,409.0,0.0,1.0,0,6,1995-07-14,10599,15.050380494534693,15360.0,42.0,Patrick Smith,1.0,0.0,Submission,0.0,W,,1.0,1.0,0.6153846153846154,0.7619047619047619,8.0,6.0,0.75,0.0,0.0,13.0,10.0,0.7692307692307693,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,01:08:00,Men_Catchweight,2343.0,Patrick Smith,PS20630828,68.0,68.0,300.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,40.0,26.0,5.0,9.0,54.0,37.0,5.0,19.0,3.0,3.0,0.0,3.0,2.0,3.0,1.0,0.2,0.0,8.0,5.2,1.0,1.8,10.8,7.4,1.0,3.8,0.6,0.6,0.0,0.6,0.4,0.6,0.2,0.65,0.3571428571428571,0.6851851851851852,0.2083333333333333,1.0,0.6666666666666666,0.75
1950c868c3644cf49729b0f70912ff1d,1199.899559002131,Jason DeLucia,7/24/69,,[],Light Heavyweight,United States,"Bellingham, Massachusets",190.0,M,5.11,155.75,-46.0,592.0,1.0,0.0,2,4,1999-11-19,9010,-16.766932101314296,15045.0,200.0,Jason DeLucia,0.0,0.0,KO/TKO,0.0,L,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,01:28:00,Men_Middleweight,2237.0,Jason DeLucia,JD20690724,88.0,88.0,556.0,3.0,9.266666666666667,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,2.0,26.0,21.0,9.0,16.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.6474820143884892,0.4316546762589928,0.2158273381294964,0.2158273381294964,2.805755395683453,2.266187050359712,0.9712230215827338,1.7266187050359711,0.539568345323741,0.1079136690647482,0.1079136690647482,0.2158273381294964,0.1079136690647482,0.1079136690647482,0.2158273381294964,0.6666666666666666,0.5,0.8076923076923077,0.36,0.2,0.5,0.3333333333333333
c5f5cb7afa304623b41cb40beef6eb16,1168.7348203256927,Trent Jenkins,,,[],Middleweight,United States,"Denver, Colorado",185.0,M,6.2,188.98,,381.0,0.0,0.0,2,2,1995-12-16,10444,-15.26517967430732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
