fighter_id,Current_Elo,name,birthdate,aka,associations,class_weight,country,city,weight (lbs),sex,height,height (cm),Age,TotalRingTime2,KnockedOut,KnockOuts,ConsecutiveLosses,UFCFightNumber2,date,SinceLastFight,EloSinceLastFight,Unnamed: 0.1,fight_pk,fighter,kd,kds_received,method,pass,res,rev,round_finished,rounds,sig_reg_mixture,sig_reg_percent,sig_strike_attempts,sig_strike_landed,sig_strike_percent,sig_strikes_avoided,sig_strikes_received,strike_attempts,strike_landed,strike_percent,strikes_avoided,strikes_received,sub_attempts,td_attempts,td_landed,td_percent,tds_defended,tds_received,time,weight_class,Unnamed: 0,matched_name,fighterid,pytime,RingTime,TotalRingTime,UFCFightNumber,Normal_RingTime,subs_landed,lost_by_sub,five_rounds,kd_cumsum,kds_received_cumsum,sig_strike_attempts_cumsum,sig_strike_landed_cumsum,sig_strikes_avoided_cumsum,sig_strikes_received_cumsum,strike_attempts_cumsum,strike_landed_cumsum,strikes_avoided_cumsum,strikes_received_cumsum,sub_attempts_cumsum,subs_landed_cumsum,lost_by_sub_cumsum,td_attempts_cumsum,td_landed_cumsum,tds_defended_cumsum,tds_received_cumsum,kd_cumsum_normalized,kds_received_cumsum_normalized,sig_strike_attempts_cumsum_normalized,sig_strike_landed_cumsum_normalized,sig_strikes_avoided_cumsum_normalized,sig_strikes_received_cumsum_normalized,strike_attempts_cumsum_normalized,strike_landed_cumsum_normalized,strikes_avoided_cumsum_normalized,strikes_received_cumsum_normalized,sub_attempts_cumsum_normalized,subs_landed_cumsum_normalized,lost_by_sub_cumsum_normalized,td_attempts_cumsum_normalized,td_landed_cumsum_normalized,tds_defended_cumsum_normalized,tds_received_cumsum_normalized,sig_strike_pct,sig_strike_avoided_pct,strike_pct,strike_avoided_pct,subs_pct,td_pct,td_avoided_pct,sig_strike_attempts_cumsum_normalized_diff,sig_strike_landed_cumsum_normalized_diff,strikes_avoided_cumsum_normalized_diff,strikes_received_cumsum_normalized_diff,sig_strike_pct_diffs,strike_pct_diffs,takedown_pct_diffs,sig_strike_norm_diffs
d767934f40754e15b0fc54aa5b8f29e1,1216.0,Gerard Gordeau,3/30/55,,['Kamakura'],Heavyweight,Netherlands,The Hague,216.0,M,6.5,198.12,-31.0,189.0,0.0,0.0,1.0,3.0,1993-11-12,11202.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd6376c519104a77af7067dc4005a61e,1184.0,Teila Tuli,6/14/69,,[],Super Heavyweight,United States,"Honolulu, Hawaii",415.0,M,6.2,188.98,-45.0,26.0,1.0,0.0,1.0,1.0,1993-11-12,11202.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53a32db1df064e2aa6208884b00831fa,1184.0,Kevin Rosier,1/6/62,,[],Heavyweight,United States,"Tampa, Florida",265.0,M,6.4,195.07,-38.0,333.0,1.0,0.0,2.0,3.0,1994-12-16,10803.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98b5cf3a2b874fa7a8844a3c470bf06d,1168.0,Zane Frazier,7/16/66,"""Nasty""",[],Heavyweight,United States,"North Hollywood, California",230.0,M,6.6,201.17,-43.0,454.0,2.0,0.0,2.0,2.0,1996-05-17,10285.0,-16.0,15299.0,73.0,Zane Frazier,,,KO/TKO,0.0,L,,1.0,1.0,,,,,,,,,,,,,,,,,,,03:14:00,Men_Catchweight,2328.0,Zane Frazier,ZF20660716,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f44d887ec16a44459b5f81c6af882bff,1327.2148313828657,Royce Gracie,12/12/66,,['Gracie Humaita'],Middleweight,Brazil,Rio de Janeiro,176.0,M,6.0,182.88,-43.0,5081.0,1.0,0.0,1.0,13.0,2006-05-27,6623.0,-16.61137653259607,14343.0,551.0,Royce Gracie,0.0,0.0,KO/TKO,0.0,L,,1.0,3.0,0.0327868852459016,0.9470899470899472,12.0,3.0,0.25,12.0,10.0,366.0,355.0,0.9699453551912568,25.0,98.0,0.0,1.0,0.0,0.0,0.0,1.0,04:39:00,Men_Catchweight,2103.0,Royce Gracie,RG20661212,300.0,600.0,2933.0,10.0,48.88333333333333,0.0,0.0,0.0,0.0,0.0,64.0,29.0,34.0,28.0,685.0,645.0,61.0,152.0,12.0,7.0,0.0,11.0,4.0,0.0,4.0,0.0,0.0,1.3092396863279918,0.5932492328673713,0.6955335833617456,0.5727923627684964,14.012956017729287,13.194681213774292,1.247869076031367,3.1094442550289805,0.2454824411864984,0.1431980906921241,0.0,0.2250255710876235,0.0818274803954994,0.0,0.0818274803954994,0.453125,0.5483870967741935,0.9416058394160584,0.2863849765258216,0.5833333333333334,0.3636363636363636,0.0,1.3092396863279918,0.5932492328673713,1.247869076031367,3.1094442550289805,-0.0805828651685393,0.7408261123205417,-0.0113636363636363,-0.1428044861408931
c3ff23b3f54c47dfae5e277b9ca84f92,1184.0,Art Jimmerson,,,[],Light Heavyweight,United States,"St. Louis, Missouri",196.0,M,6.1,185.93,,138.0,0.0,0.0,1.0,1.0,1993-11-12,11202.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e7395bc26fb40b49695dc0a1f1f8141,1223.2859203336498,Ken Shamrock,2/11/64,"""The World's Most Dangerous Man""","[""Lion's Den""]",Heavyweight,United States,"San Diego, California",212.0,M,6.1,185.93,-40.0,8784.0,4.0,0.0,3.0,15.0,2006-10-10,6487.0,-11.725894290748329,14217.0,614.0,Ken Shamrock,0.0,0.0,KO/TKO,0.0,L,,1.0,3.0,0.5,0.3333333333333333,3.0,0.0,0.0,0.0,11.0,6.0,3.0,0.5,1.0,22.0,0.0,0.0,0.0,0.0,2.0,1.0,02:23:00,Men_Heavyweight,2086.0,Ken Shamrock,KS20640211,78.0,78.0,4395.0,13.0,73.25,0.0,0.0,1.0,1.0,0.0,285.0,117.0,156.0,146.0,715.0,510.0,173.0,764.0,9.0,4.0,0.0,11.0,7.0,10.0,4.0,0.0136518771331058,0.0,3.8907849829351537,1.5972696245733788,2.1296928327645053,1.993174061433447,9.761092150170647,6.962457337883959,2.361774744027304,10.430034129692832,0.1228668941979522,0.0546075085324232,0.0,0.1501706484641638,0.0955631399317406,0.136518771331058,0.0546075085324232,0.4105263157894737,0.5165562913907285,0.7132867132867133,0.1846318036286019,0.4444444444444444,0.6363636363636364,0.7142857142857143,3.8907849829351537,1.5972696245733788,2.361774744027304,10.430034129692832,-0.1591888266393119,0.4116642944076573,0.0454545454545454,-0.4290368098382815
c5c0c75416674cb1973003f13f417a6b,1235.695369985132,Patrick Smith,8/28/63,,[],Heavyweight,United States,"Denver, Colorado",225.0,M,6.2,188.98,-40.0,409.0,0.0,1.0,0.0,6.0,1995-07-14,10593.0,15.050380494534693,15360.0,42.0,Patrick Smith,0.0,0.0,Submission,0.0,W,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,01:08:00,Men_Catchweight,2343.0,Patrick Smith,PS20630828,58.0,58.0,232.0,5.0,3.8666666666666663,1.0,0.0,0.0,0.0,0.0,32.0,20.0,5.0,9.0,41.0,27.0,5.0,17.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,8.275862068965518,5.172413793103448,1.293103448275862,2.3275862068965516,10.60344827586207,6.982758620689655,1.293103448275862,4.396551724137931,0.5172413793103449,0.5172413793103449,0.0,0.2586206896551724,0.0,0.5172413793103449,0.2586206896551724,0.625,0.3571428571428571,0.6585365853658537,0.2272727272727272,1.0,0.0,0.6666666666666666,8.275862068965518,5.172413793103448,1.293103448275862,4.396551724137931,,,,
1950c868c3644cf49729b0f70912ff1d,1199.899559002131,Jason DeLucia,7/24/69,,[],Light Heavyweight,United States,"Bellingham, Massachusets",190.0,M,5.11,155.75,-46.0,592.0,1.0,0.0,2.0,4.0,1999-11-19,9004.0,-16.766932101314296,15045.0,200.0,Jason DeLucia,0.0,0.0,KO/TKO,0.0,L,,1.0,3.0,0.2,0.7666666666666667,5.0,3.0,0.6,2.0,0.0,25.0,20.0,0.8,9.0,14.0,5.0,1.0,0.0,0.0,0.0,1.0,01:28:00,Men_Middleweight,2237.0,Jason DeLucia,JD20690724,401.0,401.0,468.0,3.0,7.8,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,25.0,20.0,9.0,14.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.6410256410256411,0.3846153846153846,0.2564102564102564,0.0,3.2051282051282053,2.5641025641025643,1.153846153846154,1.794871794871795,0.6410256410256411,0.1282051282051282,0.1282051282051282,0.2564102564102564,0.1282051282051282,0.0,0.1282051282051282,0.6,1.0,0.8,0.391304347826087,0.2,0.5,0.0,0.6410256410256411,0.3846153846153846,1.153846153846154,1.794871794871795,,,,
c5f5cb7afa304623b41cb40beef6eb16,1168.7348203256927,Trent Jenkins,,,[],Middleweight,United States,"Denver, Colorado",185.0,M,6.2,188.98,,381.0,0.0,0.0,2.0,2.0,1995-12-16,10438.0,-15.26517967430732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
